tweet_id,clean_text,brand_reply_text,silver_intent
980827,Would be great if you guys actually accepted PayPal for student premium.,"@352559 Hey! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /NQ",premium_billing
981125,"Your websites ""contact us"" link will take you to a login page. Just want Spotify to consistently improve #cheapsales",@352631 Hi Simon. Thanks for bringing this up. We'll pass this to the relevant folks to be sorted out /JU,account_login
981135,why did Firework come on when I was listening to my Christmas playlist? You know that’s a 4th of July song smh,@352636 Hey there! Thanks for the feedback – we appreciate it. We’ll get this passed onto the right team /NQ,playback_issue
982146,how can I premium again on spotify? 😊😊😊,@352876 Hey! There's some more info on Spotify Premium here: https://t.co/UZCc4OIYwm 🙂 /M,premium_billing
982455,Spotify doesn't appear on the lock screen or control panel in the latest ios update. Please help,@__xxdkxx__ Hey there! That's not cool. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /RV,device_platform
984915,"I'm having issues with streaming specific songs. I can't play anything from imagine dragons and other songs, too :(","@353455 Hey Marilene! What device, operating system, and version of Spotify are you using? We'll lend a hand /SY",playback_issue
985353,"Bonjour, j'aimerais pouvoir gérer mon abonnement depuis la plateforme ""Play Store""  Est-ce possible et si oui comment? @SpotifyCares",@353543 Hi there! We've just sent a DM your way in English. Let's carry on chatting there /NY,playback_issue
985610,spotify suggested i listen to lil peep and mac demarco and i wanna speak to a manager right the fuck now,@353607 Hey there! Can you let us know what happened exactly? We'll look into it /GS,device_platform
986273,so y’all just took @43415 “booty” song off like that 😩🙄😐 put it bk right now 😂😂😂,@353742 Hey there! The cavalry's here. What country is your account set to? We'll check backstage /KB,playback_issue
986911,Anyway to adjust the EQ on the desktop PC client?,@353873 Hey! We’d recommend suggesting it in our Community where you can get support from other fans: https://t.co/WgY7GXI7jf /JS,device_platform
986927,helllllpppppp meeeeeee 💔 again I can’t pay my subscription 😪,@350447 Hey! We've replied to your DM. Let's keep on chatting there /M https://t.co/ldFdZRiNAt,premium_billing
987355,needs an update. Crashing on Pixel XL when sharing a track,"@353962 Hi there! Our team's currently looking into this at the moment. Hopefully this gets fixed soon. Anything else, let us know /NY",playback_issue
987514,"hey guys, this is really a pain in the ass. When I want to share a song it skippes right back to the menu the song is located.",@353995 Hey Bart! Can you let us know the device/OS and Spotify version you're using? We'll see what we can suggest /AR,playback_issue
987848,will it ever be possible to start chromecasting from the windows desktop app so I don't have to go find my phone to get tunes on the stereo?,"@354060 Hi there! You’ll need an iOS or Android device to start casting, but after that you can control the Chromecast from desktop /NY",device_platform
988573,WHY AM I GETTING CHARGED FOR CANCELLING SMTH THE HECK,@354220 2: for a quick security check? We'll get things going /JQ https://t.co/ldFdZRiNAt,premium_billing
992714,when will we see an apple tv app?,"@313224 Hey! We don't have any news to share about Apple TV right now, but you can vote for the idea here: https://t.co/quyaSSECJs /NQ",device_platform
993170,How can i avail this 9 PESOS premium??,"@355286 Hi! To sign up for the Intro Offer, head to https://t.co/WB5TSxRfDe. It'd be best to use a recurring payment method (PayPal or credit/debit card) to grab the deal at 9 PHP. Hope this clears things up /BM",premium_billing
974209,"Instead you have do weird workarounds using phone, web browser tab casting, and/or Spotify Connect.","@351023 If you're on a home WiFi network, can you restart the router before trying again? Let us know how it goes /JU",device_platform
994550,playing up after updating my phone to iOS 11 :( pls send help,@355580 Hey there! What's happening exactly? Could you let us know what device/OS are you using? We'll see what we can suggest /DF,device_platform
994571,app logged me out and was set to offline. Won't let me log in because of that and can't change it because i can't log in-help?,@355584 Hey Ed! What device and Spotify version are you using? We'll see what we can suggest /BH,account_login
994805,"Spotify no longer allows me to play songs by Fall Out Boy or Katy Perry, which is hard not to interpret as a gesture from a concerned friend",@355646 Hey Sam! We've just sent you a bit more info over DM. We'll carry on helping out there /JQ,playback_issue
995888,"Yo @SpotifyCares, you got the wrong CL listed as the art for the song No Better Feelin' it should be @34104","@355893 Hey Diego, we're here to help! Can you send us the Spotify URI? Just right-click the track &gt; Share &gt; URI. We'll be right here /RV",playback_issue
997194,"this is the worst song i’ve ever heard, and yet you insist on putting it in my discover weekly every other week, please explain https://t.co/OsFOvLFClW","@356132 Hey there. Discover Weekly is based on what you, and others like you, are listening to. Hopefully it’s more in tune with your tastes next week! /CG",playback_issue
997201,Can I unsubscribe my current subscription to subscribe to that better promo? Loool @115888 https://t.co/udYNtlIxSs,@356135 Hi Vince! We're afraid the Intro Offer is available to those who haven't had Premium before. Hope this helped clear things up. Give us a shout if you have other questions 😉 /GT,premium_billing
998163,"please put a sleep feature in the app. I hate having to use Pandora just for that. Would just uninstall Pandora, but can't....",@356358 Hey Cody! A sleep timer is a great idea. Help make it happen by adding support here: https://t.co/pMmX7wXq24 /AN,app_technical
999384,Hey @115888 could you please release @3212 's new song #JustLikeYou ... I want to stream it.,"@356634 Hey Roxanne! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /AN",playback_issue
1000263,"Hi, Spotify client on Windows 7 still report that there is no connection (error 4) but my connection is working for other apps",@356813 Hey Laurent! Best thing to try here is a reinstall. Just follow the steps at https://t.co/EqisDMwZAT. Let us know how it goes /TB,device_platform
1000267,hi spotify having complications recovering my password i've tried everything could you help please?,@356814 Hi Scott! What's happening exactly? Are you getting any specific error messages when you try resetting your password? We'll help out /NJ,account_login
819611,Will there be an Android version?,"@357132 Hi Max! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /BB",device_platform
1002354,hi mijn account is laatst uitgeschakeld dit komt door een per ongeluk vordering van de betaling. email: __email__,"@357278 Hi there! We can help out in English via Twitter, but we also have Dutch support via email over at https://t.co/XGIC7aZtMa /WW",account_login
1004823,Has anyone else noticed that #iKON has a song under their Spotify profile that isn't theirs? 🤔@SpotifyCares Please fix this :) https://t.co/R6rErbO1MY,@357827 Hey! Thanks for reporting. Can you send over the links to the song and the correct artist page? We'll check things out /AY,playback_issue
1004832,Idk why but @115888 s shuffle sucks ass,@357828 Hi! We’ve just made some improvements to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od /GK,playback_issue
1006163,"Hi @SpotifyCares, when you pay for Premium can't you listen on 2 different devices at the same time? Thanks","@358138 2. We'd recommend checking out Premium for Family over here, it might be just what you're looking for: https://t.co/LESfq9LesY /TB",premium_billing
1007217,"Help. Only some of my ""Songs"" are available offline on my Mac whereas all of them are available offline on my phone. https://t.co/h2btcrL2yz","@358346 Hey there! That's odd. Have you tried logging out, restarting your device, then logging back in? /PB",device_platform
